path,class,class_y,rev,station,cam,season,day_part,date_time
rev14/4/4_20211215 (4971).JPG,vaca,cow,rev14,26B,4,winter,evening,2021:12:15 14:19:18
rev14/21/21_20211126 (2355).JPG,vaca,cow,rev14,21B,21,autumn,evening,2021:11:26 15:00:35
rev04/35/35_20210118 (552).JPG,vaca,cow,rev04,35,35,winter,morning,2021:01:18 09:28:30
rev09/21/21_20210627 (735).JPG,vaca,cow,rev09,21B,21,summer,morning,2021:06:27 11:39:01
rev03/21/21_20201228 (1556).JPG,vaca,cow,rev03,21B,21,winter,evening,2020:12:28 18:55:16
rev20/80/80_20220702 (2387).JPG,vaca,cow,rev20,54,80,summer,evening,2022:07:02 14:14:48
rev22/28/28_20221122 (1454).JPG,vaca,cow,rev22,28,28,autumn,evening,2022:11:22 15:31:03
rev14/4/4_20211216 (6929).JPG,vaca,cow,rev14,26B,4,winter,evening,2021:12:16 12:15:54
rev14/4/4_20211216 (6756).JPG,vaca,cow,rev14,26B,4,winter,evening,2021:12:16 12:05:34
rev15/21/21_20220113 (9284).JPG,vaca,cow,rev15,21B,21,winter,evening,2022:01:13 17:35:50
rev13/21/21_20211106 (4684).JPG,vaca,cow,rev13,21B,21,autumn,evening,2021:11:06 14:14:08
rev14/4/4_20211216 (6768).JPG,vaca,cow,rev14,26B,4,winter,evening,2021:12:16 12:05:53
rev06/2/2_20210326 (2287).JPG,vaca,cow,rev06,30,2,spring,morning,2021:03:26 11:19:33
rev21/80/80_20220911 (4622).JPG,vaca,cow,rev21,54,80,autumn,morning,2022:09:11 07:46:12
rev08/17/17_20210610 (724).JPG,vaca,cow,rev08,17B,17,summer,night,2021:06:10 22:05:39
rev14/4/4_20211215 (5234).JPG,vaca,cow,rev14,26B,4,winter,evening,2021:12:15 14:50:04
rev01/21/21_20201107 (3493).JPG,vaca,cow,rev01,21B,21,autumn,evening,2020:11:07 14:04:04
rev15/9/9_20220119 (1769).JPG,vaca,cow,rev15,9,9,winter,morning,2022:01:19 10:59:15
rev14/45/45_20211215 (338).JPG,vaca,cow,rev14,12,45,winter,evening,2021:12:15 14:39:21
rev14/9/9_20211123 (372).JPG,vaca,cow,rev14,9,9,autumn,evening,2021:11:23 15:09:44
rev07/21/21_20210430 (2688).JPG,vaca,cow,rev07,21B,21,spring,evening,2021:04:30 17:35:48
rev14/4/4_20211215 (4484).JPG,vaca,cow,rev14,26B,4,winter,evening,2021:12:15 13:06:54
rev03/21/21_20201219 (138).JPG,vaca,cow,rev03,21B,21,winter,morning,2020:12:19 11:42:58
rev03/2/2_20201224 (1606).JPG,vaca,cow,rev03,30,2,winter,evening,2020:12:24 13:52:06
rev10/9/9_20210802 (1748).JPG,vaca,cow,rev10,9,9,summer,evening,2021:08:02 17:53:54
rev14/9/9_20211130 (995).JPG,vaca,cow,rev14,9,9,autumn,evening,2021:11:30 12:24:11
rev03/21/21_20201228 (1704).JPG,vaca,cow,rev03,21B,21,winter,evening,2020:12:28 18:58:06
rev14/45/45_20211215 (351).JPG,vaca,cow,rev14,12,45,winter,evening,2021:12:15 14:39:35
rev11/21/21_20210820 (664).JPG,vaca,cow,rev11,21B,21,summer,morning,2021:08:20 09:44:29
rev10/9/9_20210719 (637).JPG,vaca,cow,rev10,9,9,summer,evening,2021:07:19 12:17:02
rev16/21_16/21_20220125 (1232).JPG,vaca,cow,rev16,21B,21,winter,evening,2022:01:31 12:57:05
rev01/26/26_20201112 (16043).JPG,vaca,cow,rev01,26,26,autumn,evening,2020:11:12 13:06:26
rev03/21/21_20201228 (2278).JPG,vaca,cow,rev03,21B,21,winter,evening,2020:12:28 19:08:44
rev01/17/17_20201030 (227).JPG,vaca,cow,rev01,17B,17,autumn,morning,2020:10:30 10:46:59
rev14/4/4_20211216 (6349).JPG,vaca,cow,rev14,26B,4,winter,morning,2021:12:16 11:41:35
rev14/21/21_20211126 (1724).JPG,vaca,cow,rev14,21B,21,autumn,morning,2021:11:26 11:59:57
rev01/21/21_20201113 (5407).JPG,vaca,cow,rev01,21B,21,autumn,evening,2020:11:13 15:07:27
rev01/15/15_20201107 (7789).JPG,vaca,cow,rev01,15,15,autumn,evening,2020:11:07 13:46:34
rev14/21/21_20211211 (7406).JPG,vaca,cow,rev14,21B,21,winter,morning,2021:12:11 11:45:21
rev14/4/4_20211216 (6794).JPG,vaca,cow,rev14,26B,4,winter,evening,2021:12:16 12:06:57
rev10/21/21_20210714 (405).JPG,vaca,cow,rev10,21B,21,summer,morning,2021:07:14 08:59:49
rev14/21/21_20211126 (1991).JPG,vaca,cow,rev14,21B,21,autumn,evening,2021:11:26 14:52:55
rev01/24/24_20201028 (1337).JPG,vaca,cow,rev01,24,24,autumn,evening,2020:10:28 18:45:34
rev08/9/9_20210615 (12664).JPG,vaca,cow,rev08,9,9,summer,evening,2021:06:15 13:50:37
rev14/9/9_20211211 (2036).JPG,vaca,cow,rev14,9,9,winter,morning,2021:12:11 09:22:58
rev04/2/2_20210122 (3019).JPG,vaca,cow,rev04,30,2,winter,evening,2021:01:22 12:29:38
rev01/15/15_20201107 (7671).JPG,vaca,cow,rev01,15,15,autumn,evening,2020:11:07 13:32:06
rev03/21/21_20201228 (1902).JPG,vaca,cow,rev03,21B,21,winter,evening,2020:12:28 19:02:08
rev21/80/80_20220822 (755).JPG,vaca,cow,rev21,54,80,summer,morning,2022:08:22 08:55:55
rev20/57/57_20220619 (81).JPG,vaca,cow,rev20,53,57,summer,morning,2022:06:19 08:27:14
rev14/17/17_20211125 (197).JPG,vaca,cow,rev14,17B,17,autumn,morning,2021:11:25 10:26:53
rev21/80/80_20220907 (3987).JPG,vaca,cow,rev21,54,80,autumn,morning,2022:09:07 07:52:58
rev17/21/21_20220307 (2572).JPG,vaca,cow,rev17,21B,21,spring,evening,2022:03:07 12:20:44
rev14/21/21_20211213 (8261).JPG,vaca,cow,rev14,21B,21,winter,morning,2021:12:13 11:30:52
rev10/21/21_20210715 (915).JPG,vaca,cow,rev10,21B,21,summer,evening,2021:07:15 19:29:45
rev09/9/9_20210630 (2087).JPG,vaca,cow,rev09,9,9,summer,evening,2021:06:30 15:56:17
rev14/9/9_20211130 (1342).JPG,vaca,cow,rev14,9,9,autumn,evening,2021:11:30 13:47:48
rev21/76/76_20220903 (1917).JPG,vaca,cow,rev21,64,76,autumn,morning,2022:09:03 10:47:57
rev14/4/4_20211216 (7047).JPG,vaca,cow,rev14,26B,4,winter,evening,2021:12:16 12:26:07
rev07/21/21_20210430 (2727).JPG,vaca,cow,rev07,21B,21,spring,evening,2021:04:30 17:48:06
rev14/21/21_20211203 (4103).JPG,vaca,cow,rev14,21B,21,winter,evening,2021:12:03 12:16:19
rev14/21/21_20211211 (7305).JPG,vaca,cow,rev14,21B,21,winter,morning,2021:12:11 11:08:58
rev14/4/4_20211215 (4414).JPG,vaca,cow,rev14,26B,4,winter,evening,2021:12:15 13:00:16
rev04/21/21_20210129 (1816).JPG,vaca,cow,rev04,21B,21,winter,evening,2021:01:29 17:27:16
rev11/49/49_20210914 (11880).JPG,vaca,cow,rev11,6B,49,autumn,evening,2021:09:14 19:45:29
rev09/21/21_20210627 (699).JPG,vaca,cow,rev09,21B,21,summer,morning,2021:06:27 11:36:03
rev07/49/49_20210423 (2282).JPG,vaca,cow,rev07,6B,49,spring,morning,2021:04:23 08:16:57
rev14/21/21_20211126 (2171).JPG,vaca,cow,rev14,21B,21,autumn,evening,2021:11:26 14:56:19
rev04/2/2_20210212 (9287).JPG,vaca,cow,rev04,30,2,winter,evening,2021:02:12 16:24:29
rev10/9/9_20210802 (1827).JPG,vaca,cow,rev10,9,9,summer,evening,2021:08:02 17:55:57
rev03/21/21_20201229 (2800).JPG,vaca,cow,rev03,21B,21,winter,morning,2020:12:29 11:21:22
rev11/38/38_20210818 (300).JPG,vaca,cow,rev11,38,38,summer,morning,2021:08:18 07:10:17
rev01/21/21_20201113 (5452).JPG,vaca,cow,rev01,21B,21,autumn,evening,2020:11:13 15:45:36
rev11/21/21_20210820 (634).JPG,vaca,cow,rev11,21B,21,summer,morning,2021:08:20 09:36:39
rev14/2/2_20211205 (1770).JPG,vaca,cow,rev14,30,2,winter,morning,2021:12:05 10:10:25
rev11/4/4_20210829 (4220).JPG,vaca,cow,rev11,26B,4,summer,morning,2021:08:29 07:39:06
rev14/2/2_20211209 (2086).JPG,vaca,cow,rev14,30,2,winter,evening,2021:12:09 14:20:51
rev10/21/21_20210730 (1992).JPG,vaca,cow,rev10,21B,21,summer,morning,2021:07:30 07:31:53
rev22/80/80_20221030 (1141).JPG,vaca,cow,rev22,54,80,autumn,morning,2022:10:30 11:10:34
rev08/9/9_20210615 (12579).JPG,vaca,cow,rev08,9,9,summer,evening,2021:06:15 13:48:24
rev10/9/9_20210812 (2912).JPG,vaca,cow,rev10,9,9,summer,evening,2021:08:12 15:47:05
rev24/56/56_20230222 (2819).JPG,vaca,cow,rev24,68,56,winter,evening,2023:02:22 12:56:40
rev10/21/21_20210730 (2039).JPG,vaca,cow,rev10,21B,21,summer,morning,2021:07:30 07:45:41
rev06/38/38_20210408 (7029).JPG,vaca,cow,rev06,38,38,spring,evening,2021:04:08 19:21:32
rev09/9/9_20210701 (2544).JPG,vaca,cow,rev09,9,9,summer,evening,2021:07:01 16:26:24
rev21/21/21_20220731 (315).JPG,vaca,cow,rev21,21B,21,summer,morning,2022:07:31 11:23:44
rev11/21/21_20210903 (2157).JPG,vaca,cow,rev11,21B,21,autumn,morning,2021:09:03 10:23:38
rev14/9/9_20211123 (180).JPG,vaca,cow,rev14,9,9,autumn,evening,2021:11:23 15:06:35
rev17/28/28_20220303 (247).JPG,vaca,cow,rev17,28,28,spring,evening,2022:03:03 12:30:27
rev14/21/21_20211204 (5207).JPG,vaca,cow,rev14,21B,21,winter,evening,2021:12:04 14:03:01
rev21/80/80_20220902 (3362).JPG,vaca,cow,rev21,54,80,autumn,morning,2022:09:02 08:40:48
rev06/2/2_20210414 (7229).JPG,vaca,cow,rev06,30,2,spring,night,2021:04:14 04:39:15
rev14/2/2_20211205 (1774).JPG,vaca,cow,rev14,30,2,winter,morning,2021:12:05 10:10:29
rev07/21/21_20210422 (1906).JPG,vaca,cow,rev07,21B,21,spring,morning,2021:04:22 09:56:40
rev06/2/2_20210417 (8801).JPG,vaca,cow,rev06,30,2,spring,morning,2021:04:17 11:24:31
rev20/2/2_20220626 (1382).JPG,vaca,cow,rev20,30,2,summer,morning,2022:06:26 09:04:16
rev10/9/9_20210802 (1870).JPG,vaca,cow,rev10,9,9,summer,evening,2021:08:02 18:10:59
rev14/21/21_20211216 (9332).JPG,vaca,cow,rev14,21B,21,winter,morning,2021:12:16 10:38:31
rev14/21/21_20211126 (2336).JPG,vaca,cow,rev14,21B,21,autumn,evening,2021:11:26 15:00:10
rev14/21/21_20211204 (5293).JPG,vaca,cow,rev14,21B,21,winter,evening,2021:12:04 14:31:21
rev07/39/39_20210505 (1828).JPG,vaca,cow,rev07,39B,39,spring,morning,2021:05:05 08:48:49
rev20/75/75_20220701 (1465).JPG,vaca,cow,rev20,66,75,summer,morning,2022:07:01 09:59:07
rev14/4/4_20211216 (7043).JPG,vaca,cow,rev14,26B,4,winter,evening,2021:12:16 12:25:36
rev20/21/21_20220625 (1750).JPG,vaca,cow,rev20,21B,21,summer,morning,2022:06:25 07:06:10
rev02/6/6_20201206 (1200).JPG,vaca,cow,rev02,6,6,winter,night,2020:12:06 00:15:59
rev10/9/9_20210806 (2220).JPG,vaca,cow,rev10,9,9,summer,evening,2021:08:06 15:56:13
rev14/4/4_20211215 (4617).JPG,vaca,cow,rev14,26B,4,winter,evening,2021:12:15 13:39:52
rev19/9/9_20220529 (866).JPG,vaca,cow,rev19,9,9,spring,morning,2022:05:29 09:55:06
rev10/21/21_20210730 (2121).JPG,vaca,cow,rev10,21B,21,summer,morning,2021:07:30 07:51:40
rev03/21/21_20201228 (2220).JPG,vaca,cow,rev03,21B,21,winter,evening,2020:12:28 19:07:46
rev14/4/4_20211216 (6716).JPG,vaca,cow,rev14,26B,4,winter,evening,2021:12:16 12:03:33
rev09/21/21_20210701 (1664).JPG,vaca,cow,rev09,21B,21,summer,morning,2021:07:01 08:20:42
rev05/2/2_20210225 (1478).JPG,vaca,cow,rev05,30,2,winter,evening,2021:02:25 16:27:00
rev14/4/4_20211216 (6989).JPG,vaca,cow,rev14,26B,4,winter,evening,2021:12:16 12:21:43
rev08/9/9_20210603 (1263).JPG,vaca,cow,rev08,9,9,summer,evening,2021:06:03 12:20:44
rev10/9/9_20210806 (2361).JPG,vaca,cow,rev10,9,9,summer,evening,2021:08:06 15:59:44
rev10/9/9_20210802 (1749).JPG,vaca,cow,rev10,9,9,summer,evening,2021:08:02 17:53:54
rev03/21/21_20201228 (2263).JPG,vaca,cow,rev03,21B,21,winter,evening,2020:12:28 19:08:29
rev11/4/4_20210911 (6932).JPG,vaca,cow,rev11,26B,4,autumn,morning,2021:09:11 09:09:22
rev14/21/21_20211126 (1667).JPG,vaca,cow,rev14,21B,21,autumn,morning,2021:11:26 11:58:56
rev01/15/15_20201107 (7566).JPG,vaca,cow,rev01,15,15,autumn,evening,2020:11:07 13:29:22
rev06/17/17_20210327 (607).JPG,vaca,cow,rev06,17B,17,spring,evening,2021:03:27 19:31:40
rev10/9/9_20210805 (2042).JPG,vaca,cow,rev10,9,9,summer,morning,2021:08:05 11:11:52
rev08/9/9_20210605 (3855).JPG,vaca,cow,rev08,9,9,summer,morning,2021:06:05 09:58:00
rev02/21/21_20201124 (1887).JPG,vaca,cow,rev02,21B,21,autumn,evening,2020:11:24 20:37:01
rev14/4/4_20211215 (4728).JPG,vaca,cow,rev14,26B,4,winter,evening,2021:12:15 13:53:02
rev20/9/9_20220613 (340).JPG,vaca,cow,rev20,9,9,summer,evening,2022:06:13 16:50:48
rev09/21/21_20210626 (406).JPG,vaca,cow,rev09,21B,21,summer,morning,2021:06:26 09:28:37
rev14/9/9_20211123 (244).JPG,vaca,cow,rev14,9,9,autumn,evening,2021:11:23 15:07:27
rev14/21/21_20211211 (7292).JPG,vaca,cow,rev14,21B,21,winter,morning,2021:12:11 11:08:36
rev07/21/21_20210502 (2995).JPG,vaca,cow,rev07,21B,21,spring,morning,2021:05:02 07:02:10
rev16/21_16/21_20220125 (2569).JPG,vaca,cow,rev16,21B,21,winter,evening,2022:02:05 13:42:58
rev06/2/2_20210417 (8657).JPG,vaca,cow,rev06,30,2,spring,morning,2021:04:17 11:06:37
rev01/15/15_20201107 (7632).JPG,vaca,cow,rev01,15,15,autumn,evening,2020:11:07 13:31:01
rev08/9/9_20210611 (11826).JPG,vaca,cow,rev08,9,9,summer,evening,2021:06:11 17:45:00
rev09/21/21_20210706 (2434).JPG,vaca,cow,rev09,21B,21,summer,morning,2021:07:06 10:15:27
rev14/21/21_20211126 (2373).JPG,vaca,cow,rev14,21B,21,autumn,evening,2021:11:26 15:01:02
rev16/28_16/28_20220125 (1032).JPG,vaca,cow,rev16,28,28,winter,morning,2022:02:03 09:18:55
rev14/2/2_20211124 (540).JPG,vaca,cow,rev14,30,2,autumn,morning,2021:11:24 07:45:28
rev14/28/28_20211128 (221).JPG,vaca,cow,rev14,28,28,autumn,morning,2021:11:28 08:25:03
rev14/4/4_20211215 (4337).JPG,vaca,cow,rev14,26B,4,winter,evening,2021:12:15 12:51:35
rev04/35/35_20210118 (553).JPG,vaca,cow,rev04,35,35,winter,morning,2021:01:18 09:28:31
rev07/21/21_20210420 (1035).JPG,vaca,cow,rev07,21B,21,spring,evening,2021:04:20 17:54:38
rev11/49/49_20210914 (11813).JPG,vaca,cow,rev11,6B,49,autumn,evening,2021:09:14 19:43:38
rev07/21/21_20210421 (1489).JPG,vaca,cow,rev07,21B,21,spring,morning,2021:04:21 08:32:53
rev11/2/2_20210817 (8082).JPG,vaca,cow,rev11,30,2,summer,evening,2021:08:17 12:34:01
rev19/21/21_20220526 (4748).JPG,vaca,cow,rev19,21B,21,spring,morning,2022:05:26 08:24:51
rev07/39/39_20210505 (1986).JPG,vaca,cow,rev07,39B,39,spring,morning,2021:05:05 09:42:18
rev03/21/21_20201224 (759).JPG,vaca,cow,rev03,21B,21,winter,morning,2020:12:24 11:15:40
rev14/21/21_20211204 (4889).JPG,vaca,cow,rev14,21B,21,winter,morning,2021:12:04 11:26:19
rev03/21/21_20201228 (2105).JPG,vaca,cow,rev03,21B,21,winter,evening,2020:12:28 19:05:45
rev08/17/17_20210605 (384).JPG,vaca,cow,rev08,17B,17,summer,morning,2021:06:05 07:52:09
rev21/21/21_20220731 (261).JPG,vaca,cow,rev21,21B,21,summer,morning,2022:07:31 10:26:00
rev15/21/21_20220115 (9835).JPG,vaca,cow,rev15,21B,21,winter,evening,2022:01:15 12:32:05
rev02/2/2_20201205 (3358).JPG,vaca,cow,rev02,30,2,winter,morning,2020:12:05 10:02:19
rev11/4/4_20210831 (5012).JPG,vaca,cow,rev11,26B,4,summer,morning,2021:08:31 11:01:40
rev06/21/21_20210412 (14733).JPG,vaca,cow,rev06,21B,21,spring,evening,2021:04:12 18:07:29
rev14/21/21_20211126 (2168).JPG,vaca,cow,rev14,21B,21,autumn,evening,2021:11:26 14:56:16
rev10/49/49_20210724 (5962).JPG,vaca,cow,rev10,6B,49,summer,evening,2021:07:24 14:32:47
rev10/21/21_20210721 (1167).JPG,vaca,cow,rev10,21B,21,summer,morning,2021:07:21 09:32:30
rev22/4/4_20221106 (9313).JPG,vaca,cow,rev22,26B,4,autumn,morning,2022:11:06 10:42:42
rev03/21/21_20201228 (1640).JPG,vaca,cow,rev03,21B,21,winter,evening,2020:12:28 18:56:48
rev20/75/75_20220703 (1738).JPG,vaca,cow,rev20,66,75,summer,morning,2022:07:03 11:48:23
rev10/49/49_20210724 (7649).JPG,vaca,cow,rev10,6B,49,summer,evening,2021:07:24 16:38:15
rev11/21/21_20210820 (534).JPG,vaca,cow,rev11,21B,21,summer,morning,2021:08:20 09:32:53
rev17/21/21_20220227 (1761).JPG,vaca,cow,rev17,21B,21,winter,evening,2022:02:27 12:58:06
rev07/2/2_20210423 (1314).JPG,vaca,cow,rev07,30,2,spring,night,2021:04:23 01:28:43
rev20/21/21_20220620 (568).JPG,vaca,cow,rev20,21B,21,summer,morning,2022:06:20 10:54:06
rev01/21/21_20201107 (3430).JPG,vaca,cow,rev01,21B,21,autumn,evening,2020:11:07 14:01:48
rev09/9/9_20210630 (1439).JPG,vaca,cow,rev09,9,9,summer,evening,2021:06:30 14:14:51
rev07/21/21_20210420 (1005).JPG,vaca,cow,rev07,21B,21,spring,evening,2021:04:20 17:47:49
rev09/9/9_20210630 (2156).JPG,vaca,cow,rev09,9,9,summer,evening,2021:06:30 16:07:08
rev14/21/21_20211203 (4104).JPG,vaca,cow,rev14,21B,21,winter,evening,2021:12:03 12:16:20
rev15/21/21_20220115 (9671).JPG,vaca,cow,rev15,21B,21,winter,morning,2022:01:15 11:47:33
rev09/9/9_20210630 (1876).JPG,vaca,cow,rev09,9,9,summer,evening,2021:06:30 15:08:04
rev14/21/21_20211210 (7071).JPG,vaca,cow,rev14,21B,21,winter,morning,2021:12:10 11:56:05
rev03/21/21_20201228 (1562).JPG,vaca,cow,rev03,21B,21,winter,evening,2020:12:28 18:55:24
rev15/21/21_20220117 (10103).JPG,vaca,cow,rev15,21B,21,winter,evening,2022:01:17 13:55:15
rev14/9/9_20211123 (290).JPG,vaca,cow,rev14,9,9,autumn,evening,2021:11:23 15:08:08
rev14/21/21_20211201 (3726).JPG,vaca,cow,rev14,21B,21,winter,evening,2021:12:01 13:15:36
rev20/2/2_20220716 (2939).JPG,vaca,cow,rev20,30,2,summer,evening,2022:07:16 18:22:18
rev22/56/56_20221022 (1802).JPG,vaca,cow,rev22,68,56,autumn,evening,2022:10:22 16:15:52
rev09/21/21_20210701 (1837).JPG,vaca,cow,rev09,21B,21,summer,morning,2021:07:01 09:42:39
rev08/9/9_20210612 (12150).JPG,vaca,cow,rev08,9,9,summer,evening,2021:06:12 15:32:35
rev03/21/21_20201231 (3377).JPG,vaca,cow,rev03,21B,21,winter,morning,2020:12:31 10:58:45
rev14/4/4_20211215 (4796).JPG,vaca,cow,rev14,26B,4,winter,evening,2021:12:15 13:58:32
rev13/21/21_20211021 (2205).JPG,vaca,cow,rev13,21B,21,autumn,morning,2021:10:21 10:35:26
rev22/21/21_20221029 (1068).JPG,vaca,cow,rev22,21B,21,autumn,morning,2022:10:29 11:46:46
rev14/21/21_20211204 (5144).JPG,vaca,cow,rev14,21B,21,winter,evening,2021:12:04 13:58:12
rev01/21/21_20201113 (5422).JPG,vaca,cow,rev01,21B,21,autumn,evening,2020:11:13 15:08:05
rev21/2/2_20220726 (399).JPG,vaca,cow,rev21,30,2,summer,morning,2022:07:26 07:58:18
rev15/21/21_20211219 (1816).JPG,vaca,cow,rev15,21B,21,winter,evening,2021:12:19 13:48:28
rev14/4/4_20211216 (6574).JPG,vaca,cow,rev14,26B,4,winter,morning,2021:12:16 11:55:06
rev20/75/75_20220703 (1732).JPG,vaca,cow,rev20,66,75,summer,morning,2022:07:03 11:48:11
rev01/15/15_20201111 (20638).JPG,vaca,cow,rev01,15,15,autumn,morning,2020:11:11 09:56:36
rev01/15/15_20201111 (20738).JPG,vaca,cow,rev01,15,15,autumn,morning,2020:11:11 10:08:31
rev11/21/21_20210820 (524).JPG,vaca,cow,rev11,21B,21,summer,morning,2021:08:20 09:32:40
rev08/9/9_20210612 (12147).JPG,vaca,cow,rev08,9,9,summer,evening,2021:06:12 15:32:28
rev02/6/6_20201206 (2661).JPG,vaca,cow,rev02,6,6,winter,evening,2020:12:06 18:12:38
rev14/4/4_20211216 (5518).JPG,vaca,cow,rev14,26B,4,winter,morning,2021:12:16 09:49:01
rev09/21/21_20210701 (1788).JPG,vaca,cow,rev09,21B,21,summer,morning,2021:07:01 08:34:33
rev14/21/21_20211129 (3240).JPG,vaca,cow,rev14,21B,21,autumn,morning,2021:11:29 10:32:44
rev01/21/21_20201107 (3484).JPG,vaca,cow,rev01,21B,21,autumn,evening,2020:11:07 14:03:53
rev14/21/21_20211211 (7758).JPG,vaca,cow,rev14,21B,21,winter,evening,2021:12:11 14:55:19
rev14/9/9_20211130 (1261).JPG,vaca,cow,rev14,9,9,autumn,evening,2021:11:30 12:29:04
rev20/80/80_20220701 (2313).JPG,vaca,cow,rev20,54,80,summer,morning,2022:07:01 11:52:52
rev14/4/4_20211216 (6290).JPG,vaca,cow,rev14,26B,4,winter,morning,2021:12:16 11:37:54
rev06/2/2_20210417 (8675).JPG,vaca,cow,rev06,30,2,spring,morning,2021:04:17 11:07:11
rev09/46/46_20210625 (874).JPG,vaca,cow,rev09,14B,46,summer,morning,2021:06:25 09:48:58
rev02/21/21_20201121 (966).JPG,vaca,cow,rev02,21B,21,autumn,morning,2020:11:21 10:33:30
rev14/21/21_20211213 (8219).JPG,vaca,cow,rev14,21B,21,winter,morning,2021:12:13 11:29:50
rev11/38/38_20210818 (280).JPG,vaca,cow,rev11,38,38,summer,morning,2021:08:18 07:08:41
rev21/4/4_20220401 (5123).JPG,vaca,cow,rev21,26B,4,spring,evening,2022:04:01 13:17:11
rev14/9/9_20211203 (1517).JPG,vaca,cow,rev14,9,9,winter,morning,2021:12:03 09:22:57
rev05/2/2_20210225 (1479).JPG,vaca,cow,rev05,30,2,winter,evening,2021:02:25 16:27:03
rev11/4/4_20210913 (7498).JPG,vaca,cow,rev11,26B,4,autumn,morning,2021:09:13 07:13:00
rev07/21/21_20210419 (355).JPG,vaca,cow,rev07,21B,21,spring,evening,2021:04:19 17:54:47
rev14/9/9_20211130 (847).JPG,vaca,cow,rev14,9,9,autumn,evening,2021:11:30 12:18:58
rev14/4/4_20211216 (5576).JPG,vaca,cow,rev14,26B,4,winter,morning,2021:12:16 09:57:54
rev20/17/17_20220515 (8041).JPG,vaca,cow,rev20,17B,17,spring,morning,2022:05:15 08:02:20
rev11/4/4_20210912 (7410).JPG,vaca,cow,rev11,26B,4,autumn,evening,2021:09:12 12:50:45
rev20/21/21_20220620 (974).JPG,vaca,cow,rev20,21B,21,summer,evening,2022:06:20 13:01:17
rev06/2/2_20210417 (8593).JPG,vaca,cow,rev06,30,2,spring,morning,2021:04:17 11:02:38
rev03/21/21_20201221 (501).JPG,vaca,cow,rev03,21B,21,winter,morning,2020:12:21 11:32:24
rev07/2/2_20210423 (1804).JPG,vaca,cow,rev07,30,2,spring,night,2021:04:23 01:36:15
rev14/21/21_20211201 (3749).JPG,vaca,cow,rev14,21B,21,winter,evening,2021:12:01 13:16:02
rev14/17/17_20211125 (274).JPG,vaca,cow,rev14,17B,17,autumn,morning,2021:11:25 10:29:15
rev19/46/46_20220512 (45).JPG,vaca,cow,rev19,14B,46,spring,morning,2022:05:12 08:42:10
rev07/49/49_20210423 (2256).JPG,vaca,cow,rev07,6B,49,spring,morning,2021:04:23 08:16:22
rev14/4/4_20211215 (4852).JPG,vaca,cow,rev14,26B,4,winter,evening,2021:12:15 14:06:30
rev14/9/9_20211130 (699).JPG,vaca,cow,rev14,9,9,autumn,morning,2021:11:30 10:50:16
rev15/21/21_20220124 (12273).JPG,vaca,cow,rev15,21B,21,winter,morning,2022:01:24 10:16:58
rev20/21/21_20220714 (2865).JPG,vaca,cow,rev20,21B,21,summer,morning,2022:07:14 09:34:40
rev14/4/4_20211215 (5193).JPG,vaca,cow,rev14,26B,4,winter,evening,2021:12:15 14:47:10
rev21/80/80_20220829 (3112).JPG,vaca,cow,rev21,54,80,summer,morning,2022:08:29 07:09:42
rev14/21/21_20211126 (2508).JPG,vaca,cow,rev14,21B,21,autumn,evening,2021:11:26 15:15:50
rev04/35/35_20210118 (351).JPG,vaca,cow,rev04,35,35,winter,morning,2021:01:18 08:45:13
rev14/4/4_20211216 (6895).JPG,vaca,cow,rev14,26B,4,winter,evening,2021:12:16 12:13:31
rev14/2/2_20211205 (1741).JPG,vaca,cow,rev14,30,2,winter,morning,2021:12:05 10:09:51
rev14/21/21_20211126 (1680).JPG,vaca,cow,rev14,21B,21,autumn,morning,2021:11:26 11:59:06
rev10/49/49_20210724 (5933).JPG,vaca,cow,rev10,6B,49,summer,evening,2021:07:24 14:30:50
rev14/21/21_20211204 (5304).JPG,vaca,cow,rev14,21B,21,winter,evening,2021:12:04 14:31:37
rev14/49/49_20211123 (508).JPG,vaca,cow,rev14,6B,49,autumn,evening,2021:11:23 17:32:00
rev10/49/49_20210724 (5926).JPG,vaca,cow,rev10,6B,49,summer,evening,2021:07:24 14:30:38
rev04/35/35_20210118 (430).JPG,vaca,cow,rev04,35,35,winter,morning,2021:01:18 09:12:10
rev09/9/9_20210630 (2396).JPG,vaca,cow,rev09,9,9,summer,evening,2021:06:30 17:48:50
rev14/4/4_20211216 (7310).JPG,vaca,cow,rev14,26B,4,winter,evening,2021:12:16 12:41:41
rev21/21/21_20220815 (1192).JPG,vaca,cow,rev21,21B,21,summer,night,2022:08:15 22:27:46
rev03/21/21_20201228 (1642).JPG,vaca,cow,rev03,21B,21,winter,evening,2020:12:28 18:56:50
rev14/4/4_20211215 (4775).JPG,vaca,cow,rev14,26B,4,winter,evening,2021:12:15 13:57:30
rev03/21/21_20201228 (1559).JPG,vaca,cow,rev03,21B,21,winter,evening,2020:12:28 18:55:20
rev02/21/21_20201119 (25).JPG,vaca,cow,rev02,21B,21,autumn,morning,2020:11:19 08:35:25
rev14/21/21_20211204 (5136).JPG,vaca,cow,rev14,21B,21,winter,evening,2021:12:04 13:55:49
rev07/39/39_20210505 (1973).JPG,vaca,cow,rev07,39B,39,spring,morning,2021:05:05 09:13:49
rev12/49/49_20211008 (984).JPG,vaca,cow,rev12,6B,49,autumn,evening,2021:10:08 14:14:06
