path,class,rev,station,cam,season,day_part,date_time
rev11/9/9_20210818 (182).JPG,cow,rev11,9,9,summer,evening,2021:08:18 18:01:46
rev07/21/21_20210424 (2126).JPG,cow,rev07,21B,21,spring,evening,2021:04:24 17:21:56
rev09/21/21_20210626 (399).JPG,cow,rev09,21B,21,summer,morning,2021:06:26 09:28:27
rev03/2/2_20201228 (4300).JPG,cow,rev03,30,2,winter,morning,2020:12:28 09:25:50
rev13/9/9_20211027 (2251).JPG,cow,rev13,9,9,autumn,morning,2021:10:27 11:04:52
rev20/21/21_20220705 (2294).JPG,cow,rev20,21B,21,summer,morning,2022:07:05 11:07:26
rev07/21/21_20210424 (2209).JPG,cow,rev07,21B,21,spring,evening,2021:04:24 17:23:53
rev03/21/21_20201228 (2018).JPG,cow,rev03,21B,21,winter,evening,2020:12:28 19:04:09
rev03/21/21_20210113 (5463).JPG,cow,rev03,21B,21,winter,evening,2021:01:13 12:05:16
rev02/21/21_20201121 (1094).JPG,cow,rev02,21B,21,autumn,morning,2020:11:21 10:51:21
rev14/4/4_20211215 (4771).JPG,cow,rev14,26B,4,winter,evening,2021:12:15 13:57:05
rev14/21/21_20211213 (8313).JPG,cow,rev14,21B,21,winter,morning,2021:12:13 11:32:57
rev01/21/21_20201107 (3490).JPG,cow,rev01,21B,21,autumn,evening,2020:11:07 14:04:00
rev10/9/9_20210719 (1187).JPG,cow,rev10,9,9,summer,evening,2021:07:19 14:52:29
rev10/9/9_20210811 (2837).JPG,cow,rev10,9,9,summer,morning,2021:08:11 10:01:59
rev06/2/2_20210413 (6409).JPG,cow,rev06,30,2,spring,morning,2021:04:13 07:46:32
rev14/21/21_20211126 (1980).JPG,cow,rev14,21B,21,autumn,evening,2021:11:26 14:52:45
rev01/21/21_20201028 (934).JPG,cow,rev01,21B,21,autumn,evening,2020:10:28 12:04:46
rev20/46/46_20220627 (1427).JPG,cow,rev20,14B,46,summer,evening,2022:06:27 13:32:00
rev03/21/21_20201218 (28).JPG,cow,rev03,21B,21,winter,morning,2020:12:18 09:49:53
rev19/21/21_20220524 (4259).JPG,cow,rev19,21B,21,spring,morning,2022:05:24 09:13:29
rev13/21/21_20211106 (4630).JPG,cow,rev13,21B,21,autumn,evening,2021:11:06 12:59:55
rev02/15/15_20201118 (1100).JPG,cow,rev02,15,15,autumn,morning,2020:11:18 10:56:59
rev06/2/2_20210417 (8762).JPG,cow,rev06,30,2,spring,morning,2021:04:17 11:16:31
rev14/17/17_20211125 (325).JPG,cow,rev14,17B,17,autumn,morning,2021:11:25 10:35:57
rev14/9/9_20211130 (1281).JPG,cow,rev14,9,9,autumn,evening,2021:11:30 12:29:27
rev14/4/4_20211216 (5517).JPG,cow,rev14,26B,4,winter,morning,2021:12:16 09:49:01
rev22/75/75_20221020 (638).JPG,cow,rev22,66,75,autumn,morning,2022:10:20 10:19:43
rev14/38/38_20211212 (968).JPG,cow,rev14,38,38,winter,morning,2021:12:12 11:58:50
rev10/9/9_20210719 (1113).JPG,cow,rev10,9,9,summer,evening,2021:07:19 13:33:02
rev23/80/80_20221129 (65).JPG,cow,rev23,54,80,autumn,evening,2022:11:29 13:54:01
rev03/21/21_20201229 (2720).JPG,cow,rev03,21B,21,winter,morning,2020:12:29 11:14:23
rev14/21/21_20211211 (7650).JPG,cow,rev14,21B,21,winter,evening,2021:12:11 14:51:59
rev14/4/4_20211215 (4910).JPG,cow,rev14,26B,4,winter,evening,2021:12:15 14:13:18
rev14/21/21_20211216 (9522).JPG,cow,rev14,21B,21,winter,morning,2021:12:16 10:48:12
rev14/28/28_20211202 (710).JPG,cow,rev14,28,28,winter,morning,2021:12:02 08:05:24
rev21/54/54_20220817 (1063).JPG,cow,rev21,52,54,summer,evening,2022:08:17 16:01:04
rev02/21/21_20201120 (269).JPG,cow,rev02,21B,21,autumn,morning,2020:11:20 11:02:04
rev16/10_16/10_20220126 (482).JPG,cow,rev16,10B,10,winter,morning,2022:01:27 07:06:15
rev21/75/75_20220827 (2649).JPG,cow,rev21,66,75,summer,morning,2022:08:27 08:07:54
rev21/53/53_20220831 (1174).JPG,cow,rev21,60,53,summer,evening,2022:08:31 20:10:49
rev14/21/21_20211126 (2267).JPG,cow,rev14,21B,21,autumn,evening,2021:11:26 14:58:37
rev14/21/21_20211204 (5356).JPG,cow,rev14,21B,21,winter,evening,2021:12:04 14:32:47
rev01/21/21_20201107 (3360).JPG,cow,rev01,21B,21,autumn,evening,2020:11:07 13:35:38
rev11/2/2_20210817 (8055).JPG,cow,rev11,30,2,summer,evening,2021:08:17 12:33:17
rev03/21/21_20201228 (2125).JPG,cow,rev03,21B,21,winter,evening,2020:12:28 19:06:04
rev09/46/46_20210623 (605).JPG,cow,rev09,14B,46,summer,morning,2021:06:23 10:01:18
rev11/2/2_20210818 (12370).JPG,cow,rev11,30,2,summer,morning,2021:08:18 08:19:06
rev14/2/2_20211130 (916).JPG,cow,rev14,30,2,autumn,evening,2021:11:30 13:54:43
rev11/9/9_20210818 (179).JPG,cow,rev11,9,9,summer,evening,2021:08:18 18:01:43
rev09/46/46_20210625 (839).JPG,cow,rev09,14B,46,summer,morning,2021:06:25 09:47:02
rev22/46/46_20221106 (1214).JPG,cow,rev22,14B,46,autumn,evening,2022:11:06 13:34:33
rev09/9/9_20210630 (1566).JPG,cow,rev09,9,9,summer,evening,2021:06:30 14:31:57
rev02/15/15_20201118 (1417).JPG,cow,rev02,15,15,autumn,evening,2020:11:18 17:21:34
rev13/21/21_20211021 (2239).JPG,cow,rev13,21B,21,autumn,morning,2021:10:21 11:56:26
rev14/21/21_20211204 (4818).JPG,cow,rev14,21B,21,winter,morning,2021:12:04 10:55:10
rev07/21/21_20210513 (4019).JPG,cow,rev07,21B,21,spring,morning,2021:05:13 07:54:28
rev14/4/4_20211215 (5326).JPG,cow,rev14,26B,4,winter,evening,2021:12:15 15:05:08
rev14/9/9_20211130 (1187).JPG,cow,rev14,9,9,autumn,evening,2021:11:30 12:27:57
rev04/21/21_20210121 (1050).JPG,cow,rev04,21B,21,winter,morning,2021:01:21 10:52:44
rev03/21/21_20201231 (3500).JPG,cow,rev03,21B,21,winter,morning,2020:12:31 11:04:33
rev14/21/21_20211215 (8966).JPG,cow,rev14,21B,21,winter,morning,2021:12:15 10:51:04
rev14/9/9_20211123 (370).JPG,cow,rev14,9,9,autumn,evening,2021:11:23 15:09:42
rev07/39/39_20210505 (1930).JPG,cow,rev07,39B,39,spring,morning,2021:05:05 08:50:37
rev22/76/76_20221026 (212).JPG,cow,rev22,64,76,autumn,evening,2022:10:26 15:35:29
rev20/21/21_20220620 (1038).JPG,cow,rev20,21B,21,summer,evening,2022:06:20 13:10:47
rev04/35/35_20210118 (426).JPG,cow,rev04,35,35,winter,morning,2021:01:18 09:12:06
rev14/21/21_20211126 (2386).JPG,cow,rev14,21B,21,autumn,evening,2021:11:26 15:01:20
rev10/46/46_20210728 (819).JPG,cow,rev10,14B,46,summer,morning,2021:07:28 11:03:03
rev08/9/9_20210612 (12167).JPG,cow,rev08,9,9,summer,evening,2021:06:12 15:32:54
rev07/28/28_20210421 (532).JPG,cow,rev07,28,28,spring,evening,2021:04:21 18:24:17
rev03/21/21_20201228 (2053).JPG,cow,rev03,21B,21,winter,evening,2020:12:28 19:04:46
rev10/21/21_20210721 (1260).JPG,cow,rev10,21B,21,summer,morning,2021:07:21 09:34:16
rev02/21/21_20201121 (1081).JPG,cow,rev02,21B,21,autumn,morning,2020:11:21 10:51:04
rev16/21_16/21_20220125 (220).JPG,cow,rev16,21B,21,winter,morning,2022:01:27 10:27:03
rev14/4/4_20211215 (5118).JPG,cow,rev14,26B,4,winter,evening,2021:12:15 14:34:58
rev14/4/4_20211215 (4509).JPG,cow,rev14,26B,4,winter,evening,2021:12:15 13:10:32
rev03/21/21_20201228 (1823).JPG,cow,rev03,21B,21,winter,evening,2020:12:28 19:00:41
rev07/21/21_20210422 (1920).JPG,cow,rev07,21B,21,spring,evening,2021:04:22 18:13:04
rev14/4/4_20211215 (4710).JPG,cow,rev14,26B,4,winter,evening,2021:12:15 13:51:01
rev06/17/17_20210327 (643).JPG,cow,rev06,17B,17,spring,evening,2021:03:27 19:32:08
rev23/76/76_20221129 (55).JPG,cow,rev23,64,76,autumn,morning,2022:11:29 09:09:58
rev14/21/21_20211126 (2201).JPG,cow,rev14,21B,21,autumn,evening,2021:11:26 14:56:58
rev14/9/9_20211130 (1088).JPG,cow,rev14,9,9,autumn,evening,2021:11:30 12:26:30
rev07/49/49_20210423 (1620).JPG,cow,rev07,6B,49,spring,morning,2021:04:23 07:43:58
rev03/21/21_20201228 (2379).JPG,cow,rev03,21B,21,winter,evening,2020:12:28 19:14:42
rev11/4/4_20210911 (6907).JPG,cow,rev11,26B,4,autumn,morning,2021:09:11 09:02:00
rev07/2/2_20210423 (1262).JPG,cow,rev07,30,2,spring,night,2021:04:23 01:28:00
rev22/75/75_20221111 (1267).JPG,cow,rev22,66,75,autumn,morning,2022:11:11 10:53:20
rev03/21/21_20201228 (1834).JPG,cow,rev03,21B,21,winter,evening,2020:12:28 19:00:51
rev01/17/17_20201106 (696).JPG,cow,rev01,17B,17,autumn,evening,2020:11:06 12:06:28
rev10/9/9_20210719 (1276).JPG,cow,rev10,9,9,summer,evening,2021:07:19 15:10:42
rev14/4/4_20211216 (6031).JPG,cow,rev14,26B,4,winter,morning,2021:12:16 11:12:09
rev10/9/9_20210719 (902).JPG,cow,rev10,9,9,summer,evening,2021:07:19 13:17:46
rev01/17/17_20201030 (336).JPG,cow,rev01,17B,17,autumn,morning,2020:10:30 10:48:53
rev20/75/75_20220629 (1286).JPG,cow,rev20,66,75,summer,morning,2022:06:29 08:55:57
rev21/80/80_20220910 (4459).JPG,cow,rev21,54,80,autumn,morning,2022:09:10 07:35:49
rev21/80/80_20220911 (6597).JPG,cow,rev21,54,80,autumn,evening,2022:09:11 14:41:30
rev11/21/21_20210830 (1763).JPG,cow,rev11,21B,21,summer,night,2021:08:30 05:53:18
rev14/21/21_20211126 (1962).JPG,cow,rev14,21B,21,autumn,evening,2021:11:26 14:52:22
rev14/4/4_20211215 (5343).JPG,cow,rev14,26B,4,winter,evening,2021:12:15 15:06:23
rev14/4/4_20211216 (7130).JPG,cow,rev14,26B,4,winter,evening,2021:12:16 12:34:00
rev14/4/4_20211216 (7078).JPG,cow,rev14,26B,4,winter,evening,2021:12:16 12:28:45
rev03/21/21_20201228 (2003).JPG,cow,rev03,21B,21,winter,evening,2020:12:28 19:03:54
rev14/4/4_20211216 (7389).JPG,cow,rev14,26B,4,winter,evening,2021:12:16 12:45:55
rev01/21/21_20201107 (3274).JPG,cow,rev01,21B,21,autumn,evening,2020:11:07 13:33:27
rev10/49/49_20210724 (7614).JPG,cow,rev10,6B,49,summer,evening,2021:07:24 16:37:00
rev14/21/21_20211126 (978).JPG,cow,rev14,21B,21,autumn,morning,2021:11:26 11:38:18
rev09/9/9_20210630 (2023).JPG,cow,rev09,9,9,summer,evening,2021:06:30 15:53:18
rev03/21/21_20210104 (4575).JPG,cow,rev03,21B,21,winter,evening,2021:01:04 13:02:17
rev14/21/21_20211204 (5357).JPG,cow,rev14,21B,21,winter,evening,2021:12:04 14:32:50
rev07/21/21_20210419 (266).JPG,cow,rev07,21B,21,spring,evening,2021:04:19 14:18:40
rev07/21/21_20210424 (2065).JPG,cow,rev07,21B,21,spring,morning,2021:04:24 09:05:02
rev11/38/38_20210817 (240).JPG,cow,rev11,38,38,summer,morning,2021:08:17 07:04:58
rev14/21/21_20211213 (8209).JPG,cow,rev14,21B,21,winter,morning,2021:12:13 11:29:37
rev24/75/75_20230126 (1457).JPG,cow,rev24,66,75,winter,evening,2023:01:26 12:07:27
rev14/4/4_20211216 (5536).JPG,cow,rev14,26B,4,winter,morning,2021:12:16 09:53:08
rev16/21_16/21_20220125 (1420).JPG,cow,rev16,21B,21,winter,morning,2022:02:02 11:01:35
rev08/9/9_20210615 (12715).JPG,cow,rev08,9,9,summer,evening,2021:06:15 13:53:39
rev07/21/21_20210430 (2683).JPG,cow,rev07,21B,21,spring,evening,2021:04:30 17:35:41
rev20/21/21_20220704 (2265).JPG,cow,rev20,21B,21,summer,evening,2022:07:04 15:29:21
rev14/21/21_20211204 (5154).JPG,cow,rev14,21B,21,winter,evening,2021:12:04 13:58:29
rev09/9/9_20210630 (1976).JPG,cow,rev09,9,9,summer,evening,2021:06:30 15:46:09
rev19/21/21_20220516 (2395).JPG,cow,rev19,21B,21,spring,morning,2022:05:16 07:27:45
rev14/2/2_20211124 (417).JPG,cow,rev14,30,2,autumn,morning,2021:11:24 07:18:31
rev11/21/21_20210903 (2169).JPG,cow,rev11,21B,21,autumn,morning,2021:09:03 10:23:50
rev14/21/21_20211203 (4682).JPG,cow,rev14,21B,21,winter,evening,2021:12:03 14:58:23
rev11/4/4_20210831 (4999).JPG,cow,rev11,26B,4,summer,morning,2021:08:31 11:01:25
rev04/2/2_20210126 (3694).JPG,cow,rev04,30,2,winter,evening,2021:01:26 17:05:28
rev04/35/35_20210213 (2781).JPG,cow,rev04,35,35,winter,morning,2021:02:13 08:24:26
rev14/45/45_20211215 (376).JPG,cow,rev14,12,45,winter,evening,2021:12:15 14:40:31
rev07/21/21_20210421 (1516).JPG,cow,rev07,21B,21,spring,morning,2021:04:21 08:33:24
rev01/17/17_20201106 (806).JPG,cow,rev01,17B,17,autumn,evening,2020:11:06 12:08:14
rev14/9/9_20211123 (137).JPG,cow,rev14,9,9,autumn,evening,2021:11:23 14:59:11
rev14/9/9_20211130 (962).JPG,cow,rev14,9,9,autumn,evening,2021:11:30 12:23:20
rev10/9/9_20210719 (659).JPG,cow,rev10,9,9,summer,evening,2021:07:19 12:22:47
rev20/57/57_20220619 (78).JPG,cow,rev20,53,57,summer,morning,2022:06:19 08:27:09
rev14/21/21_20211126 (2547).JPG,cow,rev14,21B,21,autumn,evening,2021:11:26 15:19:08
rev03/21/21_20210101 (4005).JPG,cow,rev03,21B,21,winter,evening,2021:01:01 19:49:57
rev16/21_16/21_20220125 (295).JPG,cow,rev16,21B,21,winter,morning,2022:01:28 10:37:47
rev15/21/21_20211220 (3317).JPG,cow,rev15,21B,21,winter,evening,2021:12:20 14:04:13
rev03/21/21_20210104 (4487).JPG,cow,rev03,21B,21,winter,evening,2021:01:04 12:50:08
rev03/21/21_20210104 (4145).JPG,cow,rev03,21B,21,winter,morning,2021:01:04 11:59:12
rev13/42/42_20211027 (21).JPG,cow,rev13,42B,42,autumn,evening,2021:10:27 14:18:55
rev22/80/80_20221010 (886).JPG,cow,rev22,54,80,autumn,morning,2022:10:10 07:19:43
rev14/4/4_20211216 (7364).JPG,cow,rev14,26B,4,winter,evening,2021:12:16 12:44:36
rev15/4/4_20211218 (415).JPG,cow,rev15,26B,4,winter,morning,2021:12:18 10:13:13
rev14/28/28_20211127 (131).JPG,cow,rev14,28,28,autumn,evening,2021:11:27 13:39:45
rev21/80/80_20220910 (4468).JPG,cow,rev21,54,80,autumn,morning,2022:09:10 07:46:37
rev11/4/4_20210911 (6934).JPG,cow,rev11,26B,4,autumn,morning,2021:09:11 09:09:32
rev03/21/21_20201228 (2139).JPG,cow,rev03,21B,21,winter,evening,2020:12:28 19:06:22
rev07/2/2_20210423 (1831).JPG,cow,rev07,30,2,spring,night,2021:04:23 01:36:54
rev07/21/21_20210419 (367).JPG,cow,rev07,21B,21,spring,evening,2021:04:19 17:55:06
rev04/21/21_20210129 (1817).JPG,cow,rev04,21B,21,winter,evening,2021:01:29 17:27:16
rev24/67/67_20230307 (9855).JPG,cow,rev24,46,67,spring,evening,2023:03:07 13:08:04
rev08/9/9_20210611 (11820).JPG,cow,rev08,9,9,summer,evening,2021:06:11 17:44:52
rev09/21/21_20210701 (1902).JPG,cow,rev09,21B,21,summer,morning,2021:07:01 09:53:21
rev14/4/4_20211216 (6748).JPG,cow,rev14,26B,4,winter,evening,2021:12:16 12:04:52
rev10/49/49_20210724 (7692).JPG,cow,rev10,6B,49,summer,evening,2021:07:24 16:42:00
rev07/21/21_20210501 (2819).JPG,cow,rev07,21B,21,spring,morning,2021:05:01 06:45:09
rev06/2/2_20210417 (8561).JPG,cow,rev06,30,2,spring,morning,2021:04:17 08:42:43
rev14/4/4_20211216 (6316).JPG,cow,rev14,26B,4,winter,morning,2021:12:16 11:39:30
rev07/49/49_20210423 (1926).JPG,cow,rev07,6B,49,spring,morning,2021:04:23 07:54:48
rev14/21/21_20211215 (9028).JPG,cow,rev14,21B,21,winter,morning,2021:12:15 10:52:52
rev04/17/17_20210127 (1263).JPG,cow,rev04,17B,17,winter,night,2021:01:27 01:49:25
rev14/4/4_20211215 (4830).JPG,cow,rev14,26B,4,winter,evening,2021:12:15 14:00:48
rev22/45/45_20221001 (220).JPG,cow,rev22,12,45,autumn,evening,2022:10:01 16:35:29
rev14/21/21_20211201 (3627).JPG,cow,rev14,21B,21,winter,morning,2021:12:01 11:29:51
rev14/21/21_20211203 (4086).JPG,cow,rev14,21B,21,winter,evening,2021:12:03 12:15:59
rev13/9/9_20211115 (4075).JPG,cow,rev13,9,9,autumn,morning,2021:11:15 11:12:02
rev03/21/21_20201228 (1817).JPG,cow,rev03,21B,21,winter,evening,2020:12:28 19:00:25
rev14/21/21_20211215 (8954).JPG,cow,rev14,21B,21,winter,morning,2021:12:15 10:50:43
rev14/4/4_20211216 (7668).JPG,cow,rev14,26B,4,winter,evening,2021:12:16 12:56:35
rev14/21/21_20211204 (4959).JPG,cow,rev14,21B,21,winter,morning,2021:12:04 11:29:46
rev21/53/53_20220825 (607).JPG,cow,rev21,60,53,summer,evening,2022:08:25 20:30:33
rev10/9/9_20210719 (938).JPG,cow,rev10,9,9,summer,evening,2021:07:19 13:18:16
rev10/9/9_20210806 (2350).JPG,cow,rev10,9,9,summer,evening,2021:08:06 15:59:33
rev14/21/21_20211211 (7784).JPG,cow,rev14,21B,21,winter,evening,2021:12:11 14:56:30
rev10/9/9_20210815 (3170).JPG,cow,rev10,9,9,summer,evening,2021:08:15 15:13:39
rev16/21_16/21_20220125 (1426).JPG,cow,rev16,21B,21,winter,morning,2022:02:02 11:09:44
rev20/21/21_20220720 (2998).JPG,cow,rev20,21B,21,summer,morning,2022:07:20 08:11:28
rev11/2/2_20210817 (8038).JPG,cow,rev11,30,2,summer,evening,2021:08:17 12:32:40
rev09/46/46_20210625 (774).JPG,cow,rev09,14B,46,summer,morning,2021:06:25 09:45:39
rev02/21/21_20201120 (158).JPG,cow,rev02,21B,21,autumn,morning,2020:11:20 10:31:05
rev19/21/21_20220515 (1829).JPG,cow,rev19,21B,21,spring,morning,2022:05:15 09:18:00
rev01/15/15_20201107 (7706).JPG,cow,rev01,15,15,autumn,evening,2020:11:07 13:34:18
rev10/9/9_20210719 (834).JPG,cow,rev10,9,9,summer,evening,2021:07:19 13:16:55
rev09/9/9_20210630 (2014).JPG,cow,rev09,9,9,summer,evening,2021:06:30 15:53:08
rev14/21/21_20211206 (5995).JPG,cow,rev14,21B,21,winter,evening,2021:12:06 14:14:05
rev13/17/17_20211116 (1479).JPG,cow,rev13,17B,17,autumn,morning,2021:11:16 09:10:41
rev22/80/80_20221030 (1145).JPG,cow,rev22,54,80,autumn,morning,2022:10:30 11:13:02
rev20/54/54_20220621 (812).JPG,cow,rev20,52,54,summer,evening,2022:06:21 13:28:45
rev14/9/9_20211130 (1002).JPG,cow,rev14,9,9,autumn,evening,2021:11:30 12:24:32
rev20/21/21_20220625 (1875).JPG,cow,rev20,21B,21,summer,morning,2022:06:25 09:30:59
rev07/21/21_20210424 (2239).JPG,cow,rev07,21B,21,spring,evening,2021:04:24 17:24:34
rev06/17/17_20210326 (389).JPG,cow,rev06,17B,17,spring,evening,2021:03:26 14:56:17
rev02/21/21_20201124 (1741).JPG,cow,rev02,21B,21,autumn,morning,2020:11:24 11:11:34
rev14/9/9_20211130 (775).JPG,cow,rev14,9,9,autumn,morning,2021:11:30 10:51:25
rev04/21/21_20210115 (247).JPG,cow,rev04,21B,21,winter,morning,2021:01:15 11:42:41
rev10/9/9_20210805 (2140).JPG,cow,rev10,9,9,summer,evening,2021:08:05 17:23:12
rev16/42_16/42_20220125 (40).JPG,cow,rev16,42B,42,winter,morning,2022:01:27 11:25:24
rev14/21/21_20211206 (5665).JPG,cow,rev14,21B,21,winter,evening,2021:12:06 12:42:09
rev21/75/75_20220823 (2536).JPG,cow,rev21,66,75,summer,morning,2022:08:23 09:36:34
rev11/4/4_20210829 (4252).JPG,cow,rev11,26B,4,summer,morning,2021:08:29 07:40:40
rev09/21/21_20210706 (3240).JPG,cow,rev09,21B,21,summer,evening,2021:07:06 13:21:42
rev20/80/80_20220706 (2515).JPG,cow,rev20,54,80,summer,morning,2022:07:06 07:54:01
rev14/21/21_20211203 (4198).JPG,cow,rev14,21B,21,winter,evening,2021:12:03 12:55:43
rev14/9/9_20211130 (709).JPG,cow,rev14,9,9,autumn,morning,2021:11:30 10:50:26
rev14/4/4_20211215 (5314).JPG,cow,rev14,26B,4,winter,evening,2021:12:15 15:03:52
rev20/21/21_20220624 (1428).JPG,cow,rev20,21B,21,summer,morning,2022:06:24 09:43:36
rev07/21/21_20210424 (2108).JPG,cow,rev07,21B,21,spring,morning,2021:04:24 09:32:05
rev01/21/21_20201107 (3226).JPG,cow,rev01,21B,21,autumn,evening,2020:11:07 13:32:16
rev01/15/15_20201111 (20670).JPG,cow,rev01,15,15,autumn,morning,2020:11:11 09:57:33
rev02/15/15_20201118 (1447).JPG,cow,rev02,15,15,autumn,evening,2020:11:18 17:22:07
rev11/4/4_20210913 (7475).JPG,cow,rev11,26B,4,autumn,morning,2021:09:13 07:12:11
rev01/21/21_20201028 (935).JPG,cow,rev01,21B,21,autumn,evening,2020:10:28 12:04:46
rev08/9/9_20210603 (1260).JPG,cow,rev08,9,9,summer,evening,2021:06:03 12:20:42
rev07/49/49_20210423 (1565).JPG,cow,rev07,6B,49,spring,morning,2021:04:23 07:42:10
rev09/9/9_20210630 (2109).JPG,cow,rev09,9,9,summer,evening,2021:06:30 15:56:39
rev15/4/4_20211222 (2727).JPG,cow,rev15,26B,4,winter,evening,2021:12:22 15:44:40
rev09/46/46_20210625 (912).JPG,cow,rev09,14B,46,summer,morning,2021:06:25 09:50:20
rev01/21/21_20201113 (5400).JPG,cow,rev01,21B,21,autumn,evening,2020:11:13 15:07:15
rev03/21/21_20201228 (2297).JPG,cow,rev03,21B,21,winter,evening,2020:12:28 19:09:06
rev23/21/21_20230118 (4441).JPG,cow,rev23,21B,21,winter,evening,2023:01:18 12:03:18
rev20/75/75_20220719 (2528).JPG,cow,rev20,66,75,summer,evening,2022:07:19 13:00:44
rev02/21/21_20201120 (257).JPG,cow,rev02,21B,21,autumn,morning,2020:11:20 11:01:48
rev19/21/21_20220604 (6247).JPG,cow,rev19,21B,21,summer,evening,2022:06:04 12:30:08
rev13/9/9_20211108 (3354).JPG,cow,rev13,9,9,autumn,evening,2021:11:08 12:59:08
rev07/21/21_20210430 (2713).JPG,cow,rev07,21B,21,spring,evening,2021:04:30 17:36:18
rev08/9/9_20210603 (1193).JPG,cow,rev08,9,9,summer,evening,2021:06:03 12:19:11
rev20/54/54_20220612 (215).JPG,cow,rev20,52,54,summer,morning,2022:06:12 10:58:58
rev14/4/4_20211215 (4897).JPG,cow,rev14,26B,4,winter,evening,2021:12:15 14:12:20
rev11/9/9_20210818 (164).JPG,cow,rev11,9,9,summer,evening,2021:08:18 17:32:47
rev20/21/21_20220704 (2275).JPG,cow,rev20,21B,21,summer,evening,2022:07:04 15:29:31
rev11/21/21_20210820 (694).JPG,cow,rev11,21B,21,summer,morning,2021:08:20 09:45:04
rev10/21/21_20210721 (1248).JPG,cow,rev10,21B,21,summer,morning,2021:07:21 09:34:06
rev02/15/15_20201118 (1085).JPG,cow,rev02,15,15,autumn,morning,2020:11:18 10:56:47
rev07/39/39_20210505 (1958).JPG,cow,rev07,39B,39,spring,morning,2021:05:05 08:52:26
rev14/2/2_20211205 (1766).JPG,cow,rev14,30,2,winter,morning,2021:12:05 10:10:19
rev15/4/4_20211220 (991).JPG,cow,rev15,26B,4,winter,morning,2021:12:20 09:51:26
rev11/2/2_20210817 (8035).JPG,cow,rev11,30,2,summer,evening,2021:08:17 12:32:36
rev20/9/9_20220616 (4057).JPG,cow,rev20,9,9,summer,evening,2022:06:16 12:44:46
rev07/21/21_20210514 (4092).JPG,cow,rev07,21B,21,spring,morning,2021:05:14 08:18:06
rev14/17/17_20211125 (198).JPG,cow,rev14,17B,17,autumn,morning,2021:11:25 10:26:55
rev14/21/21_20211211 (7460).JPG,cow,rev14,21B,21,winter,evening,2021:12:11 12:05:57
rev21/53/53_20220905 (1546).JPG,cow,rev21,60,53,autumn,morning,2022:09:05 06:56:43
rev14/21/21_20211204 (5289).JPG,cow,rev14,21B,21,winter,evening,2021:12:04 14:31:14
rev01/15/15_20201107 (7513).JPG,cow,rev01,15,15,autumn,evening,2020:11:07 13:28:03
rev20/9/9_20220615 (1180).JPG,cow,rev20,9,9,summer,evening,2022:06:15 12:54:30
rev03/21/21_20210105 (4900).JPG,cow,rev03,21B,21,winter,morning,2021:01:05 11:15:55
rev13/21/21_20211026 (2466).JPG,cow,rev13,21B,21,autumn,morning,2021:10:26 11:08:35
rev20/80/80_20220624 (1924).JPG,cow,rev20,54,80,summer,evening,2022:06:24 15:55:39
rev14/21/21_20211213 (8354).JPG,cow,rev14,21B,21,winter,morning,2021:12:13 11:34:00
rev14/21/21_20211216 (9429).JPG,cow,rev14,21B,21,winter,morning,2021:12:16 10:44:11
rev14/21/21_20211126 (2526).JPG,cow,rev14,21B,21,autumn,evening,2021:11:26 15:17:27
rev07/49/49_20210423 (2423).JPG,cow,rev07,6B,49,spring,morning,2021:04:23 08:19:37
rev10/9/9_20210802 (1829).JPG,cow,rev10,9,9,summer,evening,2021:08:02 17:56:00
rev14/4/4_20211216 (6828).JPG,cow,rev14,26B,4,winter,evening,2021:12:16 12:08:10
rev19/9/9_20220611 (2882).JPG,cow,rev19,9,9,summer,morning,2022:06:11 10:30:07
rev04/21/21_20210116 (414).JPG,cow,rev04,21B,21,winter,evening,2021:01:16 13:11:54
rev10/21/21_20210816 (2980).JPG,cow,rev10,21B,21,summer,morning,2021:08:16 09:04:42
rev24/10/10_20230218 (2199).JPG,cow,rev24,10B,10,winter,evening,2023:02:18 12:18:42
rev02/21/21_20201119 (2).JPG,cow,rev02,21B,21,autumn,morning,2020:11:19 08:30:24
rev10/49/49_20210724 (6003).JPG,cow,rev10,6B,49,summer,evening,2021:07:24 14:36:17
rev14/21/21_20211210 (7089).JPG,cow,rev14,21B,21,winter,morning,2021:12:10 11:56:31
rev04/2/2_20210208 (7406).JPG,cow,rev04,30,2,winter,evening,2021:02:08 15:04:14
rev21/67/67_20220804 (597).JPG,cow,rev21,46,67,summer,evening,2022:08:04 17:24:22
rev09/9/9_20210630 (1735).JPG,cow,rev09,9,9,summer,evening,2021:06:30 14:53:03
rev23/75/75_20221212 (501).JPG,cow,rev23,66,75,winter,morning,2022:12:12 09:17:04
rev07/49/49_20210423 (2010).JPG,cow,rev07,6B,49,spring,morning,2021:04:23 07:56:18
rev15/21/21_20220108 (7737).JPG,cow,rev15,21B,21,winter,evening,2022:01:08 14:16:58
rev21/10/10_20220822 (5692).JPG,horse,rev21,10B,10,summer,morning,2022:08:22 11:20:16
rev04/15/15_20210211 (15385).JPG,horse,rev04,15,15,winter,evening,2021:02:11 13:32:38
rev14/10/10_20211203 (2602).JPG,horse,rev14,10B,10,winter,morning,2021:12:03 09:10:20
rev02/10/10_20201128 (1079).JPG,horse,rev02,10B,10,autumn,evening,2020:11:28 17:11:11
